initial_account,next_account,step,amount,newbalanceorig
C874397913,C528730854,680,227668.22,0.00
C1539029017,C546068796,680,272716.64,0.00
C418612921,C1678643281,680,674541.55,0.00
C256643277,C865759561,680,1819405.69,0.00
C1039970092,C476797859,680,1685692.11,0.00
C1396564541,C129828249,680,10000000.00,2254417.02
C1125239020,C986951874,680,2254417.02,0.00
C23027348,C1188014046,680,10000000.00,2651994.10
C863787360,C1968421916,680,2651994.10,0.00
C1365547819,C1383531200,681,807466.16,0.00
C2106211047,C1629558772,681,8104557.88,0.00
C1613048807,C1093117113,682,368951.94,0.00
C1799298799,C825667044,682,5271.46,0.00
C832155685,C92914584,682,64557.77,0.00
C2078436803,C653053938,683,6545346.16,0.00
C2045698445,C117267228,683,34502.70,0.00
C730317157,C343919931,683,73929.99,0.00
C1834440439,C678733325,683,93483.23,0.00
C1085553126,C440988194,684,168303.36,0.00
C590147812,C490830466,684,1430050.84,0.00
C295421144,C2125715094,684,459.38,0.00
C1744276151,C38221870,684,537025.01,0.00
C1135563168,C743232088,685,537539.97,0.00
C964153442,C1853850752,685,47061.52,0.00
C1808244239,C1237294806,685,73110.82,0.00
C1131684691,C1143448210,685,10000000.00,4886423.05
C557894266,C1725513942,685,4886423.05,0.00
C1070365668,C874365535,685,6295010.28,0.00
C1845779361,C1809033078,685,1933121.35,0.00
C1652871533,C624254500,686,1637875.33,0.00
C1506243031,C1384352082,686,1467968.73,0.00
C1013220847,C1135493559,686,134227.05,0.00
C1044598698,C1435437474,686,974452.84,0.00
C1426773355,C285961012,686,1411271.23,0.00
C2141973134,C753192820,686,198043.93,0.00
C1782019043,C237935260,686,107732.98,0.00
C489042260,C1106727089,686,160088.68,0.00
C1038719684,C452022612,687,458845.55,0.00
C1108630642,C1010618202,687,3009125.59,0.00
C2069569209,C1003619052,687,69077.14,0.00
C1122751474,C1073661703,687,398157.05,0.00
C1517198206,C1743049474,688,7442005.19,0.00
C1687942952,C2049734595,688,676913.69,0.00
C1327882647,C1358165818,688,735329.10,0.00
C601676623,C1032131378,688,971133.63,0.00
C1025625307,C1773172922,689,6174385.48,0.00
C1540529421,C1828289501,689,276253.24,0.00
C94303206,C1258619985,689,2163012.63,0.00
C342207020,C276080220,689,291527.75,0.00
C448881117,C1434350285,689,953615.38,0.00
C78608080,C208687386,689,228416.57,0.00
C865443324,C881927745,689,49492.39,0.00
C2093347986,C900883802,690,166891.51,0.00
C804681656,C753327300,690,3887853.15,0.00
C1370421735,C1314506376,690,3574316.05,0.00
C1502782512,C41452857,690,66643.99,0.00
C830197617,C1728373339,690,912950.54,0.00
C818983201,C890343735,690,343429.34,0.00
C1621962604,C2071195320,691,473086.28,0.00
C1766174104,C2119229294,691,84174.31,0.00
C1953138233,C519794603,691,32935.25,0.00
C487363153,C1908047930,691,116636.06,0.00
C127795331,C81849981,691,612241.76,0.00
C933837794,C1981005862,691,1518718.03,0.00
C492047979,C2142316006,692,255557.12,0.00
C498614286,C1509156757,692,349619.91,0.00
C666992826,C2120357897,692,163490.28,0.00
C919338594,C2020716565,692,880661.14,0.00
C1599191169,C1035155877,692,46072.33,0.00
C949298943,C30912856,692,701697.49,0.00
C723093483,C1437715288,692,466218.08,0.00
C528343888,C737162592,692,6856104.02,0.00
C2087654131,C476523986,692,10000000.00,2109967.47
C928012348,C107234774,692,2109967.47,0.00
C96489795,C385716875,693,463891.31,0.00
C213913405,C72963168,693,1018645.20,0.00
C185217434,C1355260176,694,71729.96,0.00
C1968269776,C1436545483,694,257811.92,0.00
C1875051976,C50809455,694,186567.41,0.00
C4952914,C902467451,694,292815.44,0.00
C146707584,C770227630,694,21358.80,0.00
C1186192171,C2136471075,694,10000000.00,8980853.88
C741504749,C1185320057,694,8980853.88,0.00
C1167176851,C1633521068,694,174107.36,0.00
C599212256,C480756474,694,5175876.53,0.00
C2113148842,C1485457980,694,6204.71,0.00
C1426319616,C2131209365,694,76582.23,0.00
C1570281685,C1181841918,694,715662.13,0.00
C1466030331,C1541661515,695,7435751.59,0.00
C101371414,C1835954982,695,799123.57,0.00
C1993331914,C653164829,695,286835.21,0.00
C1383489618,C1527197718,695,1305754.09,0.00
C53387577,C1328394120,695,665676.43,0.00
C265189494,C902415658,696,343972.50,0.00
C840857519,C227745281,696,44044.79,0.00
C1481259935,C749805705,696,803038.11,0.00
C1061461549,C1278604437,697,106850.22,0.00
C1305407743,C910082449,697,620791.47,0.00
C425919336,C1954069781,697,1272493.90,0.00
C1784743677,C1686059852,697,289177.34,0.00
C1584281400,C62581304,697,378623.90,0.00
C2082930314,C1063512541,697,1226390.31,0.00
C2110278215,C749611151,698,1242226.78,0.00
C1729268548,C1519453344,698,10000000.00,2184556.65
C1385022604,C1641999884,698,2184556.65,0.00
C1539304019,C1566175487,698,131842.85,0.00
C598739398,C2062724919,698,748726.81,0.00
C500011939,C2100381776,698,2479767.72,0.00
C652805984,C1997052415,698,2360965.74,0.00
C413853456,C949247454,698,9097679.75,0.00
C828287936,C1135968742,699,181545.14,0.00
C144024686,C241184394,699,84480.05,0.00
C516969543,C2034859520,699,148714.54,0.00
C309297026,C2081259491,699,257643.59,0.00
C29153340,C1227830084,699,215013.30,0.00
C2003289304,C7749792,699,62372.43,0.00
C1557504343,C404511346,699,162326.52,0.00
C577803442,C619602282,699,2763398.31,0.00
C1280889353,C1483476946,700,346103.09,0.00
C818444263,C2044514813,700,635409.32,0.00
C1407322771,C1980457812,700,113447.92,0.00
C841535427,C1628153778,701,74581.07,0.00
C1396855009,C387448117,701,644314.67,0.00
C601921404,C1092111599,701,8537861.24,0.00
C2076485043,C696774092,701,91882.60,0.00
C1064966733,C467221336,701,306691.05,0.00
C1524224259,C1792600425,701,496420.67,0.00
C438236992,C1490705350,701,79581.24,0.00
C83368332,C195897320,701,1947831.96,0.00
C1430919523,C437800178,701,731113.99,0.00
C1106640250,C1843521479,702,573266.42,0.00
C485022724,C1852255407,702,10000000.00,23171085.59
C229313332,C766725973,702,10000000.00,13171085.59
C523152614,C1115935121,702,10000000.00,3171085.59
C1892216157,C1308068787,702,3171085.59,3171085.59
C1035275557,C962802793,702,308778.37,0.00
C1377043932,C868639312,702,240746.27,0.00
C650074487,C255214104,703,512922.65,0.00
C1022326247,C426683536,703,337287.72,0.00
C1720178910,C322380690,703,6498297.70,0.00
C641545226,C1380751348,703,13024.95,0.00
C1044721452,C61841056,704,8813323.11,0.00
C538400340,C1674262851,704,1722892.90,0.00
C354542931,C144148136,704,339152.24,0.00
C2135939957,C2116903748,704,1820864.64,0.00
C816315846,C1817291086,704,672812.53,0.00
C1342183875,C86858954,704,158788.32,0.00
C1100723027,C37939872,704,1593189.25,0.00
C1867095395,C520753561,704,391855.44,0.00
C1948033294,C19292778,705,105269.81,0.00
C546490249,C615181247,705,989954.57,0.00
C1206624869,C1470734212,705,353090.95,0.00
C1958431275,C2103213802,705,62898.81,0.00
C57037472,C149688378,705,404394.04,0.00
C163014239,C1656492728,706,934590.45,0.00
C905502978,C493873264,706,265961.00,0.00
C470081604,C365773860,707,3049753.79,0.00
C494837899,C1011506599,707,2331777.94,0.00
C589262212,C1774278732,707,15371.72,0.00
C1043527721,C2017082627,707,4676.42,0.00
C1176671535,C385619809,707,226402.77,0.00
C1328487364,C1043010515,708,1494146.93,0.00
C944432695,C1069174246,708,1735525.50,0.00
C862377395,C601150509,709,87541.41,0.00
C535302480,C1442778560,709,242296.17,0.00
C277947802,C1729785616,709,66516.20,0.00
C90228184,C1066617916,709,14148.64,0.00
C1585270630,C462665302,710,23134.17,0.00
C378242927,C601312976,710,1371322.00,0.00
C671111468,C1728836940,710,10000000.00,27418265.31
C1004068843,C2116384638,710,10000000.00,17418265.31
C1817868641,C919151595,710,10000000.00,7418265.31
C1908904298,C646426738,710,7418265.31,0.00
C223934806,C2052072681,710,33613.11,0.00
C1941295125,C1885948994,711,3399575.93,0.00
C1623202308,C1603892651,711,219407.52,0.00
C56835824,C648043949,711,986623.96,0.00
C1844811503,C2047354099,711,2580055.17,0.00
C784866685,C1057245798,712,135977.23,0.00
C96988544,C1886829961,712,372703.48,0.00
C1829047809,C152722273,712,6514.47,0.00
C333316191,C320679459,712,344886.44,0.00
C1427122202,C420183005,712,16514.64,0.00
C1594841264,C388733782,712,367207.98,0.00
C1240168728,C807998987,713,2046684.58,0.00
C589050166,C2115142048,713,4130371.73,0.00
C1983454169,C188272738,713,108779.53,0.00
C1576289672,C239130588,713,773926.81,0.00
C1143281085,C391244346,714,1262207.30,0.00
C50671778,C670607251,714,69724.85,0.00
C356480504,C1101816273,714,8838.19,0.00
C131412689,C1846567377,714,10000000.00,390763.24
C1160185399,C1622291038,714,390763.24,0.00
C1438677474,C1955533905,714,280258.44,0.00
C1378313671,C1963510795,714,221167.84,0.00
C1776089845,C870079370,715,8443528.70,0.00
C1223797124,C1631519993,715,329424.14,0.00
C323981419,C21881841,715,621080.67,0.00
C1903139702,C1780389653,715,1390048.67,0.00
C213896152,C1841831832,715,212028.15,0.00
C860413679,C1253519573,716,1897921.70,0.00
C1681613660,C1588106551,716,6426126.34,0.00
C1237757319,C1987660225,716,455386.57,0.00
C1878448827,C765829328,716,921393.95,0.00
C1489529077,C1297422929,717,407275.43,0.00
C438492576,C1547774337,717,751854.42,0.00
C796312778,C1064867457,717,6512846.44,0.00
C637096336,C1127132914,717,2624422.62,0.00
C667718878,C1909363754,717,394605.69,0.00
C1968923761,C1287632280,717,116798.38,0.00
C832223915,C1284075607,718,66941.04,0.00
C1736810162,C1450998839,718,135289.71,0.00
C411007033,C1470544838,718,1293595.52,0.00
C48892155,C281499391,718,10000000.00,9749042.95
C1040320190,C598263954,718,9749042.95,0.00
C1314499487,C588423293,718,376639.05,0.00
C1572583311,C336176580,718,371449.70,0.00
C1268545631,C1588541391,718,8851.38,0.00
C1253782028,C2141598336,719,366896.03,0.00
C645678075,C1753733624,719,67299.57,0.00
C444759415,C1253833239,719,479926.98,0.00
C1254000350,C432911682,719,6219566.63,0.00
C445994670,C2123813082,719,1842163.57,0.00
C1636058456,C937763226,719,534518.98,0.00
C1183843461,C1830685403,719,119306.06,0.00
C1468845762,C1226285099,720,79039.81,0.00
C1996558397,C2122089181,720,40075.02,0.00
C1493011618,C1620712399,720,561027.94,0.00
C170506678,C1141419100,720,71439.81,0.00
C1257271049,C1648581117,720,57040.65,0.00
C594313973,C1343815682,721,23639.56,0.00
C2104908972,C859732085,721,71216.62,0.00
C2062360147,C1873402307,722,1158396.74,0.00
C1510579815,C710501124,722,444766.43,0.00
C2141452552,C1620015007,722,59263.88,0.00
C1438426689,C213308373,722,21960.02,0.00
C27765734,C728538990,722,3071270.72,0.00
C981935704,C786585564,723,1232697.94,0.00
C838658203,C539837230,723,6199009.00,0.00
C690631136,C888357097,723,128893.50,0.00
C546364616,C877246848,723,2232257.71,0.00
C1343135760,C946275837,723,138373.64,0.00
C1722101892,C1880386653,723,72955.08,0.00
C1927429291,C269394270,723,457359.64,0.00
C1392628098,C1996959376,724,200482.72,0.00
C795915077,C101606324,724,89845.29,0.00
C296795076,C658980177,724,309488.90,0.00
C1371968077,C297875809,724,506923.53,0.00
C241686740,C2071832199,724,501425.84,0.00
C1083455984,C662399585,724,1379501.18,0.00
C369360182,C1892199981,724,72389.42,0.00
C488866911,C850044970,725,873322.61,0.00
C1518086244,C1924072555,725,123259.24,0.00
C407411386,C2112724407,726,2216437.25,0.00
C181783158,C1857371794,726,54584.29,0.00
C1238333344,C1708390598,726,316882.94,0.00
C106165599,C423074299,726,765104.94,0.00
C1416286172,C1369860809,726,9065.44,0.00
C1740198576,C1453130071,726,834495.09,0.00
C1426277806,C753666064,726,185529.91,0.00
C1260477552,C1646231147,726,1539474.57,0.00
C2022499393,C401908877,726,3547010.54,0.00
C1513799363,C519065458,726,561446.32,0.00
C494375447,C205627082,726,76960.91,0.00
C1145249863,C1054116323,727,815384.83,0.00
C1366321878,C1565876576,727,6377401.20,0.00
C651444933,C1161818914,727,124582.58,0.00
C806437930,C1469754483,727,263401.81,0.00
C922622756,C417851521,727,69039.64,0.00
C2044117692,C71460104,727,276298.49,0.00
C1221985222,C1246651614,728,252667.75,0.00
C601193350,C676682698,728,287040.14,0.00
C1838430036,C432858723,728,6322399.97,0.00
C1171262237,C1229370593,728,119143.75,0.00
C987072193,C611870654,728,3846781.01,0.00
C871824170,C948778919,729,1102951.39,0.00
C2144761776,C514777944,729,90026.90,0.00
C231322789,C1922711956,730,1152538.90,0.00
C1901678626,C223228023,730,1665334.68,0.00
C696760428,C577061559,730,156396.46,0.00
C1494188706,C1175598908,730,403.56,0.00
C507292245,C2129452357,730,2154005.71,0.00
C726730575,C1364745638,730,10000000.00,47316255.05
C507645439,C270374999,730,10000000.00,37316255.05
C1277761503,C500987951,730,10000000.00,27316255.05
C476780134,C1150932816,730,10000000.00,17316255.05
C2140038573,C1395467927,730,10000000.00,17316255.05
C1869569059,C1861208726,730,7316255.05,17316255.05
C1884883180,C906779007,730,3191058.32,0.00
C1396691078,C476657096,730,338364.14,0.00
C585645639,C1050859310,730,185488.23,0.00
C1764583028,C252274322,731,31887.18,0.00
C1013069669,C1655602731,731,147186.94,0.00
C648990331,C1204258741,731,302227.56,0.00
C1104155037,C852180070,731,219934.26,0.00
C712250463,C1291785655,731,81677.17,0.00
C567545309,C741413300,731,429359.76,0.00
C533095346,C1301226150,731,508929.61,0.00
C868020518,C1828774978,731,219275.19,0.00
C1489751550,C934061897,732,59677.48,0.00
C65054182,C833307608,732,311832.17,0.00
C372564056,C977922578,732,249365.63,0.00
C661000203,C1308507305,732,417129.11,0.00
C644458914,C791288135,732,1157971.07,0.00
C1435012203,C450820106,733,905919.58,0.00
C482285608,C1495765075,733,438859.10,0.00
C1119842359,C826187044,733,1548376.44,0.00
C565737303,C350986885,733,105903.18,0.00
C1164351211,C1595140561,733,57543.34,0.00
C1891630790,C2124431731,734,10000000.00,1810044.85
C1987403065,C846200321,734,1810044.85,0.00
C303008218,C1140317769,734,2079746.13,0.00
C1790385148,C1671472479,734,23912.20,0.00
C97010398,C1660559503,735,243459.96,0.00
C383197535,C316531144,735,256417.06,0.00
C317427363,C1466075783,735,444898.97,0.00
C336307904,C1155915285,735,417103.68,0.00
C1351323617,C413722554,735,92735.71,0.00
C1625883009,C918154390,735,123146.28,0.00
C914459666,C73348302,736,53315.31,0.00
C412961249,C253674970,736,10000000.00,1314660.84
C1460351581,C898200380,736,1314660.84,0.00
C2018539678,C282412954,736,537539.57,0.00
C1459244245,C957617194,736,274799.58,0.00
C809421762,C922949520,736,172915.56,0.00
C1027836426,C1420360945,736,3912252.81,0.00
C369775274,C1048847167,737,190100.29,0.00
C1524194171,C357888969,737,946705.53,0.00
C871130115,C1027984317,737,2194533.79,0.00
C1631161002,C2099952089,737,167606.49,0.00
C2044735759,C2118381511,737,1281113.84,0.00
C1417837233,C2097692432,738,108240.74,0.00
C776297547,C1422239092,738,297846.16,0.00
C1375184391,C291162245,738,106584.32,0.00
C2029041842,C1023330867,738,814689.88,0.00
C983453370,C1060799549,738,114490.39,0.00
C591532921,C1612941843,739,176549.59,0.00
C365237849,C332427023,739,7758036.72,0.00
C671228809,C1102996671,739,156691.56,0.00
C2072430566,C765215468,739,8116.53,0.00
C1696012302,C411128068,739,194521.28,0.00
C1183186026,C1620658775,740,748139.48,0.00
C1681615431,C492082350,740,1312694.50,0.00
C507031767,C692082136,740,1755647.81,0.00
C780743034,C491519946,741,10000000.00,35674547.89
C1111699947,C949015157,741,10000000.00,25674547.89
C88849251,C1939028448,741,10000000.00,15674547.89
C1945606464,C625944676,741,10000000.00,5674547.89
C992223106,C1366804249,741,5674547.89,5674547.89
C1565612524,C435734396,741,62297.18,0.00
C1157446475,C1367473638,741,114149.44,0.00
C509686434,C1310143791,741,323726.61,0.00
C457476945,C1688658215,741,383661.10,0.00
C31496887,C1251365829,741,144945.34,0.00
C1112979339,C2114078084,741,48442.88,0.00
C1044665079,C750074708,742,4009058.39,0.00
C40604503,C1166857907,742,652993.91,0.00
C2089752665,C112833674,742,1819543.69,0.00
C1674778854,C1930074465,742,54652.46,0.00
C959102961,C114421319,742,303846.74,0.00
C1226129332,C1744173808,742,258355.42,0.00
C778071008,C1812552860,742,63416.99,0.00
C1531301470,C1470998563,743,1258818.82,0.00
C2013999242,C1850423904,743,339682.13,0.00
C1529008245,C1881841831,743,6311409.28,0.00
C1685995037,C2080388513,743,850002.52,0.00
